@relation "itext"

@attribute iid numeric
@attribute enclosureType string
@attribute catchedType string
@attribute isFromArgument {true, false}
@attribute varNames string
@attribute varTypes string
@attribute constants string
@attribute methodNames string
@attribute methodExceptions string
@attribute otherExceptions string
@attribute classid{java.lang.IllegalArgumentException,java.lang.IndexOutOfBoundsException,com.itextpdf.kernel.PdfException,java.lang.UnsupportedOperationException,java.lang.RuntimeException,com.itextpdf.barcodes.qrcode.WriterException,com.itextpdf.io.IOException,java.io.IOException,java.lang.IllegalStateException,com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException,com.itextpdf.io.font.woff2.FontCompressionException,java.io.EOFException,com.itextpdf.kernel.xmp.XMPException,com.itextpdf.pdfa.PdfAConformanceException,com.itextpdf.svg.exceptions.SvgProcessingException}

@data
842,"IfStatement","null",true,"array_last_item item index ","int ","","","XMPException ","",com.itextpdf.kernel.xmp.XMPException
843,"IfStatement","null",false,"field path ","com.itextpdf.kernel.xmp.impl.xpath.XMPPath ","","size ","XMPException ","",com.itextpdf.kernel.xmp.XMPException
844,"IfStatement","null",false,"qual path ","com.itextpdf.kernel.xmp.impl.xpath.XMPPath ","","size ","XMPException ","",com.itextpdf.kernel.xmp.XMPException
845,"IfStatement","null",false,"field path ","com.itextpdf.kernel.xmp.impl.xpath.XMPPath ","","size ","XMPException ","",com.itextpdf.kernel.xmp.XMPException
846,"IfStatement","null",true,"qual n s ","java.lang.String ","NULL ","length ","XMPException ","",com.itextpdf.kernel.xmp.XMPException
847,"IfStatement","null",true,"qual name ","java.lang.String ","NULL ","length ","XMPException ","",com.itextpdf.kernel.xmp.XMPException
848,"IfStatement","null",true,"field n s ","java.lang.String ","NULL ","length ","XMPException ","",com.itextpdf.kernel.xmp.XMPException
849,"IfStatement","null",true,"field name ","java.lang.String ","NULL ","length ","XMPException ","",com.itextpdf.kernel.xmp.XMPException
850,"IfStatement","null",true,"iso8601 string ","java.lang.String ","NULL ","","XMPException ","com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
851,"IfStatement","null",false,"input ","com.itextpdf.kernel.xmp.impl.ParseState ","","hasNext ","XMPException ","com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
852,"IfStatement","null",false,"input ","com.itextpdf.kernel.xmp.impl.ParseState ","","hasNext ","XMPException ","com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
853,"IfStatement","null",false,"input ","com.itextpdf.kernel.xmp.impl.ParseState ","","hasNext ","XMPException ","com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
854,"IfStatement","null",false,"input ","com.itextpdf.kernel.xmp.impl.ParseState ","","hasNext ","XMPException ","com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
855,"IfStatement","null",false,"input ","com.itextpdf.kernel.xmp.impl.ParseState ","","hasNext ","XMPException ","com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
856,"IfStatement","null",false,"input ","com.itextpdf.kernel.xmp.impl.ParseState ","","hasNext ","XMPException ","com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
857,"IfStatement","null",false,"input ","com.itextpdf.kernel.xmp.impl.ParseState ","","","XMPException ","com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
858,"IfStatement","null",false,"input ","com.itextpdf.kernel.xmp.impl.ParseState ","","","XMPException ","com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
859,"IfStatement","null",false,"input ","com.itextpdf.kernel.xmp.impl.ParseState ","","","XMPException ","com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
860,"IfStatement","null",false,"input ","com.itextpdf.kernel.xmp.impl.ParseState ","","hasNext ","XMPException ","com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
861,"IfStatement","null",false,"success ","boolean ","","","XMPException ","",com.itextpdf.kernel.xmp.XMPException
862,"CatchClause","com.itextpdf.kernel.xmp.XMPException",false,"","","","registerStandardAliases registerStandardNamespaces ","","",java.lang.RuntimeException
863,"IfStatement","null",true,"suggested prefix ","java.lang.String ","","substring length isXMLNameNS ","XMPException ","",com.itextpdf.kernel.xmp.XMPException
864,"IfStatement","null",true,"actual prop alias prop ","java.lang.String java.util.regex.Pattern ","","matcher find ","XMPException ","com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
865,"IfStatement","null",false,"alias prefix ","java.lang.String ","NULL ","","XMPException ","com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
866,"IfStatement","null",false,"actual prefix ","java.lang.String ","NULL ","","XMPException ","com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
867,"IfStatement","null",false,"key alias map ","java.lang.String java.util.Map ","","containsKey ","XMPException ","com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
868,"IfStatement","null",true,"actual prop actual prefix alias map ","java.lang.String java.util.Map ","","containsKey ","XMPException ","com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
869,"IfStatement","null",false,"invalid val ","byte ","","","IllegalArgumentException ","",java.lang.IllegalArgumentException
870,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
871,"IfStatement","null",true,"child name array_item_name ","java.lang.String ","NULL ","findChildByName equals ","XMPException ","",com.itextpdf.kernel.xmp.XMPException
872,"IfStatement","null",true,"qualifier name array_item_name ","java.lang.String ","NULL ","findQualifierByName equals ","XMPException ","",com.itextpdf.kernel.xmp.XMPException
873,"IfStatement","null",false,"id node ","com.itextpdf.kernel.xmp.impl.XMPNode ","NULL ","","XMPException ","",com.itextpdf.kernel.xmp.XMPException
874,"IfStatement","null",true,"child node ","com.itextpdf.kernel.xmp.impl.XMPNode ","","getOptions getHasLanguage ","XMPException ","",com.itextpdf.kernel.xmp.XMPException
875,"IfStatement","null",true,"alias node base node ","com.itextpdf.kernel.xmp.impl.XMPNode ","","getValue getChildrenLength equals ","XMPException ","com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
876,"IfStatement","null",true,"outer call alias node base node ","com.itextpdf.kernel.xmp.impl.XMPNode boolean ","","getOptions equals getName getQualifierLength ","XMPException ","com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
877,"CatchClause","java.io.IOException",true,"output stream options out tail str writer padding xmp ","com.itextpdf.kernel.xmp.options.SerializeOptions java.lang.String com.itextpdf.kernel.xmp.impl.CountOutputStream java.io.OutputStreamWriter com.itextpdf.kernel.xmp.impl.XMPMetaImpl int com.itextpdf.kernel.xmp.XMPMeta java.io.OutputStream ","","flush checkOptionsConsistence length serializeAsRDF addPadding getEncoding getPadding close write ","XMPException ","",com.itextpdf.kernel.xmp.XMPException
878,"IfStatement","null",false,"padding min size ","int ","","","XMPException IOException ","",com.itextpdf.kernel.xmp.XMPException
879,"IfStatement","null",false,"options ","com.itextpdf.kernel.xmp.options.SerializeOptions ","","getIncludeThumbnailPad getOmitPacketWrapper ","XMPException ","com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
880,"IfStatement","null",false,"options unicode size ","int com.itextpdf.kernel.xmp.options.SerializeOptions ","","getPadding ","XMPException ","com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
881,"IfStatement","null",false,"options ","com.itextpdf.kernel.xmp.options.SerializeOptions ","","getIncludeThumbnailPad getOmitPacketWrapper ","XMPException ","com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
882,"IfStatement","null",false,"options ","com.itextpdf.kernel.xmp.options.SerializeOptions ","","getIncludeThumbnailPad ","XMPException ","com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
883,"IfStatement","null",true,"has r d f resource qual has elem fields ","boolean ","","","XMPException IOException ","",com.itextpdf.kernel.xmp.XMPException
884,"IfStatement","null",false,"has r d f resource qual ","boolean ","","","IOException XMPException ","com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
885,"IfStatement","null",false,"child ","com.itextpdf.kernel.xmp.impl.XMPNode ","","canBeRDFAttrProp ","IOException XMPException ","com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
886,"IfStatement","null",false,"array node ","com.itextpdf.kernel.xmp.impl.XMPNode ","","getOptions isArrayAlternate isArray ","XMPException ","com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
887,"IfStatement","null",false,"curr item ","com.itextpdf.kernel.xmp.impl.XMPNode ","","isCompositeProperty getOptions ","XMPException ","com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
888,"IfStatement","null",true,"cated str ","java.lang.String ","NULL ","","XMPException ","",com.itextpdf.kernel.xmp.XMPException
889,"IfStatement","null",true,"array options ","com.itextpdf.kernel.xmp.options.PropertyOptions ","","isOnlyArrayOptions ","XMPException ","com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
890,"IfStatement","null",false,"array form ","com.itextpdf.kernel.xmp.options.PropertyOptions ","","isArrayAlternate isArray ","XMPException ","com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
891,"IfStatement","null",true,"array form array options ","com.itextpdf.kernel.xmp.options.PropertyOptions ","","equalArrayTypes ","XMPException ","com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
892,"IfStatement","null",false,"array node ","com.itextpdf.kernel.xmp.impl.XMPNode ","NULL ","","XMPException ","com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
893,"IfStatement","null",true,"schema n s ","java.lang.String ","NULL ","length ","XMPException ","",com.itextpdf.kernel.xmp.XMPException
894,"IfStatement","null",false,"have semicolon ","boolean ","","","XMPException ","com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
895,"IfStatement","null",false,"char kind uck_space ","int ","","","XMPException ","com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
896,"IfStatement","null",false,"have semicolon ","boolean ","","","XMPException ","com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
897,"IfStatement","null",false,"char kind uck_quote ","int ","","","XMPException ","com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
898,"IfStatement","null",false,"char kind uck_quote ","int ","","","XMPException ","com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
899,"IfStatement","null",true,"open quote close quote ","char ","","getClosingQuote ","XMPException ","com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
900,"IfStatement","null",true,"array options ","com.itextpdf.kernel.xmp.options.PropertyOptions ","","isOnlyArrayOptions ","XMPException ","com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
901,"IfStatement","null",false,"array node ","com.itextpdf.kernel.xmp.impl.XMPNode ","","isArray getOptions ","XMPException ","com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
902,"IfStatement","null",false,"array node ","com.itextpdf.kernel.xmp.impl.XMPNode ","NULL ","","XMPException ","com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException com.itextpdf.kernel.xmp.XMPException ",com.itextpdf.kernel.xmp.XMPException
